CompA	CompB	Pairs	PredictedScore	Structure	GeneExpr	PMID	Maps	Target	Path	ATC
Erlotinib	thiamphenicol	Erlotinib_thiamphenicol	0.0848	0.0602	0.4898	0	NA	0	0	NA
lisinopril	Sunitinib	lisinopril_Sunitinib	0.0848	0.0529	0.4954	0	0	0	0	NA
Erlotinib	tocainide	Erlotinib_tocainide	0.0848	0.0688	0.4829	0	0	0	0	NA
chlormezanone	Famciclovir	chlormezanone_Famciclovir	0.0848	0.034	NA	0	NA	0	NA	NA
Erlotinib	pilocarpine	Erlotinib_pilocarpine	0.0848	0.0682	0.4835	0	0	0	0	NA
Famciclovir	tremorine	Famciclovir_tremorine	0.0847	0.0299	NA	0	NA	NA	NA	NA
alsterpaullone	Famciclovir	alsterpaullone_Famciclovir	0.0847	0.0299	NA	0	NA	NA	NA	NA
hesperidin	Sunitinib	hesperidin_Sunitinib	0.0846	0.0381	0.5042	0	NA	0	0	NA
Erlotinib	fludroxycortide	Erlotinib_fludroxycortide	0.0846	0.0614	0.4884	0	NA	0	0	NA
N-phenylanthranilic acid	Sunitinib	N-phenylanthranilic acid_Sunitinib	0.0846	0.0489	0.4978	0	NA	NA	NA	NA
N-acetyl-L-aspartic acid	Sunitinib	N-acetyl-L-aspartic acid_Sunitinib	0.0846	0.0401	0.5036	0	NA	NA	NA	NA
Dasatinib	ouabain	Dasatinib_ouabain	0.0846	0.0515	0.4959	0	0	0	0	NA
Sunitinib	ursodeoxycholic acid	Sunitinib_ursodeoxycholic acid	0.0846	0.0481	0.4978	0	NA	0	0	NA
biotin	Dasatinib	biotin_Dasatinib	0.0845	0.0644	0.4858	0	NA	0	0	NA
Sunitinib	tioguanine	Sunitinib_tioguanine	0.0845	0.043	0.5073	0	NA	0	0	0.4
Erlotinib	sotalol	Erlotinib_sotalol	0.0845	0.0584	0.4908	0	0	0	0	NA
diclofenamide	Erlotinib	diclofenamide_Erlotinib	0.0845	0.0546	0.4935	0	0	0	0	NA
bacampicillin	Famciclovir	bacampicillin_Famciclovir	0.0844	0.0336	NA	0	0	0	0	0.2
Famciclovir	sulfanilamide	Famciclovir_sulfanilamide	0.0844	0.0336	NA	0	0	0	0	0.2
Erlotinib	roxithromycin	Erlotinib_roxithromycin	0.0844	0.0441	0.5004	0	0	0	0	NA
Dasatinib	etanidazole	Dasatinib_etanidazole	0.0843	0.0505	0.4958	0	NA	0	0	NA
cromoglicic acid	Dasatinib	cromoglicic acid_Dasatinib	0.0843	0.0542	0.4932	0	NA	0	0	NA
Erlotinib	zidovudine	Erlotinib_zidovudine	0.0843	0.051	0.4957	0	0	0	0	NA
Famciclovir	N-acetylmuramic acid	Famciclovir_N-acetylmuramic acid	0.0843	0.029	NA	0	NA	NA	NA	NA
Dasatinib	ursodeoxycholic acid	Dasatinib_ursodeoxycholic acid	0.0842	0.0474	0.4977	0	NA	0	0	NA
Erlotinib	metyrapone	Erlotinib_metyrapone	0.0842	0.0255	0.5108	0	NA	0	0	NA
convolamine	Sunitinib	convolamine_Sunitinib	0.0842	0.0409	0.495	NA	NA	NA	NA	NA
Erlotinib	etiocholanolone	Erlotinib_etiocholanolone	0.0841	0.0499	0.4964	0	NA	NA	NA	NA
Dasatinib	indapamide	Dasatinib_indapamide	0.0841	0.045	0.4995	0	0	0	0	NA
Erlotinib	ronidazole	Erlotinib_ronidazole	0.0841	0.0419	0.501	0	NA	0	0	NA
Famciclovir	sparteine	Famciclovir_sparteine	0.0841	0.0327	NA	0	NA	0	NA	NA
piracetam	Sunitinib	piracetam_Sunitinib	0.0841	0.044	0.5	0	0	0	0	NA
chenodeoxycholic acid	Erlotinib	chenodeoxycholic acid_Erlotinib	0.084	0.0567	0.4907	0	NA	0	0	NA
ornidazole	Sunitinib	ornidazole_Sunitinib	0.084	0.0397	0.5022	0	NA	0	0	NA
Erlotinib	selegiline	Erlotinib_selegiline	0.084	0.0499	0.4959	0	0	0	0	NA
Erlotinib	tranylcypromine	Erlotinib_tranylcypromine	0.084	0.0416	0.5018	0	NA	NA	NA	NA
etamivan	Sunitinib	etamivan_Sunitinib	0.0839	0.0485	0.4964	0	NA	0	0	NA
Dasatinib	flunarizine	Dasatinib_flunarizine	0.0839	0.0767	0.4985	0	0	0	0.1667	NA
Erlotinib	Prestwick-664	Erlotinib_Prestwick-664	0.0838	0.0376	0.4969	NA	NA	NA	NA	NA
Famciclovir	tetraethylenepentamine	Famciclovir_tetraethylenepentamine	0.0838	0.028	NA	0	NA	NA	NA	NA
Erlotinib	meropenem	Erlotinib_meropenem	0.0837	0.0477	0.4966	0	NA	0	0	NA
Dasatinib	sulfaguanidine	Dasatinib_sulfaguanidine	0.0837	0.0421	0.5006	0	0	0	0	NA
roxithromycin	Sunitinib	roxithromycin_Sunitinib	0.0837	0.0352	0.5049	0	0	0	0	NA
ciclacillin	Dasatinib	ciclacillin_Dasatinib	0.0837	0.051	0.4945	0	0	0	0	NA
colecalciferol	Erlotinib	colecalciferol_Erlotinib	0.0837	0.0473	0.4968	0	NA	0	0	NA
AH-6809	Erlotinib	AH-6809_Erlotinib	0.0837	0.046	0.4983	0	NA	NA	NA	NA
Erlotinib	iopamidol	Erlotinib_iopamidol	0.0837	0.0614	0.486	0	NA	0	0	NA
amiloride	Dasatinib	amiloride_Dasatinib	0.0837	0.0179	0.5144	0	NA	0	0	NA
dydrogesterone	Sunitinib	dydrogesterone_Sunitinib	0.0837	0.0512	0.4943	0	0	0	0	NA
Dasatinib	octopamine	Dasatinib_octopamine	0.0836	0.0337	0.5054	0	NA	0	0	NA
dapsone	Dasatinib	dapsone_Dasatinib	0.0836	0.0318	0.5064	0	NA	0	0	NA
enalapril	Sunitinib	enalapril_Sunitinib	0.0836	0.0494	0.4955	0	0	0	0	NA
dexverapamil	Famciclovir	dexverapamil_Famciclovir	0.0836	0.0275	NA	0	NA	NA	NA	NA
Sunitinib	tomatidine	Sunitinib_tomatidine	0.0836	0.037	0.5042	0	NA	NA	NA	NA
Dasatinib	tetroquinone	Dasatinib_tetroquinone	0.0836	0.0295	0.5008	NA	NA	0	0	NA
amiloride	Sunitinib	amiloride_Sunitinib	0.0836	0.0199	0.5132	0	NA	0	0	NA
Erlotinib	vancomycin	Erlotinib_vancomycin	0.0834	0.0482	0.4957	0	NA	0	0	NA
Erlotinib	nitrendipine	Erlotinib_nitrendipine	0.0834	0.0665	0.4987	0	0	0	0.125	NA
Dasatinib	flurbiprofen	Dasatinib_flurbiprofen	0.0834	0.0804	0.4954	0	0	0	0.1667	NA
Dasatinib	valinomycin	Dasatinib_valinomycin	0.0834	0.0144	0.5172	0	NA	NA	NA	NA
ciprofloxacin	Sunitinib	ciprofloxacin_Sunitinib	0.0833	0.0464	0.4975	0	NA	NA	NA	NA
dipivefrine	Sunitinib	dipivefrine_Sunitinib	0.0833	0.0326	0.5059	0	0	0	0	NA
Dasatinib	nabumetone	Dasatinib_nabumetone	0.0833	0.0566	0.5094	0	0	0	0.1667	NA
pargyline	Sunitinib	pargyline_Sunitinib	0.0833	0.0374	0.5029	0	0	0	0	NA
dipivefrine	Famciclovir	dipivefrine_Famciclovir	0.0832	0.0342	NA	0	0	0	0	0.4
capsaicin	Erlotinib	capsaicin_Erlotinib	0.0832	0.0351	0.5039	0	NA	0	0	NA
colchicine	Famciclovir	colchicine_Famciclovir	0.0832	0.0249	NA	0	NA	0	0	NA
Famciclovir	nystatin	Famciclovir_nystatin	0.0832	0.0314	NA	0	0	0	NA	NA
metyrapone	Sunitinib	metyrapone_Sunitinib	0.0832	0.0255	0.5095	0	NA	0	0	NA
capsaicin	Dasatinib	capsaicin_Dasatinib	0.0831	0.0458	0.4968	0	NA	0	0	NA
Erlotinib	protoveratrine A	Erlotinib_protoveratrine A	0.0831	0.0457	0.4976	0	NA	NA	NA	NA
Dasatinib	flutamide	Dasatinib_flutamide	0.0831	0.0915	0.4932	0	0	0	0.1667	0.2
spiradoline	Sunitinib	spiradoline_Sunitinib	0.0831	0.0434	0.4987	0	0	0	0	NA
Dasatinib	fursultiamine	Dasatinib_fursultiamine	0.0831	0.0458	0.4966	0	NA	0	0	NA
Dasatinib	ribavirin	Dasatinib_ribavirin	0.083	0.0343	0.5044	0	0	0	0	NA
oxamic acid	Sunitinib	oxamic acid_Sunitinib	0.0829	0.012	0.518	0	NA	NA	NA	NA
betamethasone	Erlotinib	betamethasone_Erlotinib	0.0829	0.0459	0.4966	0	0	0	0	NA
Erlotinib	pyridoxine	Erlotinib_pyridoxine	0.0829	0.0466	0.4957	0	NA	0	0	NA
indapamide	Sunitinib	indapamide_Sunitinib	0.0828	0.0433	0.4983	0	0	0	0	NA
Erlotinib	sisomicin	Erlotinib_sisomicin	0.0828	0.0499	0.4935	0	0	0	0	NA
dipivefrine	Erlotinib	dipivefrine_Erlotinib	0.0827	0.0357	0.5032	0	0	0	0	NA
Dasatinib	lymecycline	Dasatinib_lymecycline	0.0827	0.0483	0.4942	0	NA	0	0	NA
amphotericin B	Sunitinib	amphotericin B_Sunitinib	0.0827	0.0494	0.4936	0	0	0	0	NA
Dasatinib	pseudopelletierine	Dasatinib_pseudopelletierine	0.0827	0.0374	0.5026	0	NA	NA	NA	NA
Dasatinib	diclofenamide	Dasatinib_diclofenamide	0.0826	0.0455	0.4964	0	0	0	0	NA
Famciclovir	thiostrepton	Famciclovir_thiostrepton	0.0826	0.0235	NA	0	NA	0	0	NA
Dasatinib	metanephrine	Dasatinib_metanephrine	0.0826	0.034	0.5048	0	NA	NA	NA	NA
10-methoxyharmalan	Famciclovir	10-methoxyharmalan_Famciclovir	0.0826	0.0255	NA	0	NA	NA	NA	NA
8-azaguanine	Dasatinib	8-azaguanine_Dasatinib	0.0826	0.0503	0.4932	0	NA	NA	NA	NA
flecainide	Sunitinib	flecainide_Sunitinib	0.0825	0.0425	0.4984	0	0	0	0	NA
5252917	Dasatinib	5252917_Dasatinib	0.0825	0.0406	0.4917	NA	NA	NA	NA	NA
phenelzine	Sunitinib	phenelzine_Sunitinib	0.0825	0.0383	0.5011	0	0	0	0	NA
Dasatinib	hydrocotarnine	Dasatinib_hydrocotarnine	0.0825	0.0591	0.4851	0	NA	NA	NA	NA
Famciclovir	flucytosine	Famciclovir_flucytosine	0.0824	0.0375	NA	0	0	0	NA	0.2
Famciclovir	sodium phenylbutyrate	Famciclovir_sodium phenylbutyrate	0.0824	0.0292	NA	0	NA	0	NA	NA
aminophylline	Erlotinib	aminophylline_Erlotinib	0.0824	0.0543	0.4886	0	NA	0	0	NA
desoxycortone	Erlotinib	desoxycortone_Erlotinib	0.0823	0.0247	0.5093	0	0	0	0	NA
alclometasone	Dasatinib	alclometasone_Dasatinib	0.0823	0.0319	0.5045	0	NA	0	0	NA
Dasatinib	pralidoxime	Dasatinib_pralidoxime	0.0823	0.0418	0.498	0	NA	0	0	NA
myosmine	Sunitinib	myosmine_Sunitinib	0.0823	0.0406	0.4998	0	NA	NA	NA	NA
Dasatinib	nystatin	Dasatinib_nystatin	0.0823	0.0516	0.491	0	0	0	0	NA
Dasatinib	pyrithyldione	Dasatinib_pyrithyldione	0.0823	0.0458	0.4951	0	NA	0	0	NA
sulfanilamide	Sunitinib	sulfanilamide_Sunitinib	0.0822	0.0454	0.4957	0	0	0	0	NA
Erlotinib	ikarugamycin	Erlotinib_ikarugamycin	0.0822	0.047	0.4949	0	NA	NA	NA	NA
Erlotinib	octopamine	Erlotinib_octopamine	0.0821	0.0477	0.4934	0	NA	0	0	NA
Famciclovir	phenazone	Famciclovir_phenazone	0.0821	0.0361	NA	0	NA	0	NA	0.2
betahistine	Sunitinib	betahistine_Sunitinib	0.0821	0.044	0.4961	0	NA	0	0	NA
11-deoxy-16,16-dimethylprostaglandin E2	Erlotinib	11-deoxy-16,16-dimethylprostaglandin E2_Erlotinib	0.0821	0.0313	0.4987	NA	NA	NA	NA	NA
bethanechol	Dasatinib	bethanechol_Dasatinib	0.0821	0.0554	0.4872	0	0	0	0	NA
Dasatinib	pancuronium bromide	Dasatinib_pancuronium bromide	0.082	0.0556	0.4869	0	0	0	0	NA
Erlotinib	proxyphylline	Erlotinib_proxyphylline	0.082	0.0443	0.4957	0	NA	0	0	NA
Erlotinib	levobunolol	Erlotinib_levobunolol	0.082	0.053	0.4891	0	0	0	0	NA
Dasatinib	lisinopril	Dasatinib_lisinopril	0.0819	0.0464	0.4942	0	0	0	0	NA
Erlotinib	Prestwick-972	Erlotinib_Prestwick-972	0.0819	0.0416	0.4892	NA	NA	NA	NA	NA
Famciclovir	mephenesin	Famciclovir_mephenesin	0.0818	0.0286	NA	0	0	0	NA	NA
Famciclovir	letrozole	Famciclovir_letrozole	0.0818	0.0224	NA	0	0	0	0	NA
atovaquone	Dasatinib	atovaquone_Dasatinib	0.0818	0.0391	0.499	0	NA	0	0	NA
Erlotinib	moroxydine	Erlotinib_moroxydine	0.0817	0.0442	0.4962	0	NA	NA	NA	NA
pseudopelletierine	Sunitinib	pseudopelletierine_Sunitinib	0.0817	0.0406	0.4989	0	NA	NA	NA	NA
ciclacillin	Famciclovir	ciclacillin_Famciclovir	0.0817	0.0222	NA	0	0	0	0	NA
benzydamine	Erlotinib	benzydamine_Erlotinib	0.0816	0.0403	0.4979	0	NA	0	0	NA
N6-methyladenosine	Sunitinib	N6-methyladenosine_Sunitinib	0.0816	0.0511	0.4903	0	NA	NA	NA	NA
enoxacin	Famciclovir	enoxacin_Famciclovir	0.0816	0.0358	NA	0	0	0	NA	0.2
Famciclovir	tobramycin	Famciclovir_tobramycin	0.0816	0.0288	NA	0	0	0	0	0.4
oleandomycin	Sunitinib	oleandomycin_Sunitinib	0.0815	0.0411	0.4974	0	0	0	0	NA
Dasatinib	flecainide	Dasatinib_flecainide	0.0815	0.0368	0.5004	0	0	0	0	NA
Famciclovir	pempidine	Famciclovir_pempidine	0.0815	0.0232	NA	0	NA	NA	NA	NA
Dasatinib	pyrazinamide	Dasatinib_pyrazinamide	0.0814	0.0368	0.5	0	NA	0	0	NA
neostigmine bromide	Sunitinib	neostigmine bromide_Sunitinib	0.0814	0.0366	0.5004	0	0	0	0	NA
Prestwick-864	Sunitinib	Prestwick-864_Sunitinib	0.0814	0.0383	0.4912	NA	NA	NA	NA	NA
Erlotinib	ricinine	Erlotinib_ricinine	0.0813	0.0419	0.4973	0	NA	NA	NA	NA
diltiazem	Erlotinib	diltiazem_Erlotinib	0.0813	0.0536	0.5044	0	0	0	0.125	NA
Famciclovir	trimethadione	Famciclovir_trimethadione	0.0813	0.0276	NA	0	0	0	NA	NA
dapsone	Sunitinib	dapsone_Sunitinib	0.0813	0.0371	0.4995	0	NA	0	0	NA
Famciclovir	roxarsone	Famciclovir_roxarsone	0.0813	0.0269	NA	0	NA	0	NA	NA
Erlotinib	pyrithyldione	Erlotinib_pyrithyldione	0.0812	0.0374	0.4992	0	NA	0	0	NA
Dasatinib	tomatidine	Dasatinib_tomatidine	0.0812	0.0366	0.5009	0	NA	NA	NA	NA
convolamine	Erlotinib	convolamine_Erlotinib	0.0811	0.0364	0.4925	NA	NA	NA	NA	NA
flutamide	Sunitinib	flutamide_Sunitinib	0.0811	0.0992	0.4921	0	0	0	0.25	0.2
heptaminol	Sunitinib	heptaminol_Sunitinib	0.0811	0.0419	0.4956	0	NA	0	0	NA
Dasatinib	enalapril	Dasatinib_enalapril	0.0809	0.0438	0.4942	0	0	0	0	NA
Erlotinib	milrinone	Erlotinib_milrinone	0.0809	0.0397	0.4969	0	NA	0	0	NA
Erlotinib	pancuronium bromide	Erlotinib_pancuronium bromide	0.0809	0.0506	0.4883	0	0	0	0	NA
metformin	Sunitinib	metformin_Sunitinib	0.0808	0.029	0.5045	0	0	0	0	NA
convolamine	Dasatinib	convolamine_Dasatinib	0.0807	0.0306	0.4966	NA	NA	NA	NA	NA
Dasatinib	merbromin	Dasatinib_merbromin	0.0805	0.0495	0.4881	0	NA	0	0	NA
kanamycin	Sunitinib	kanamycin_Sunitinib	0.0805	0.0342	0.5006	0	0	0	0	NA
Erlotinib	lomefloxacin	Erlotinib_lomefloxacin	0.0805	0.0386	0.4969	0	NA	0	0	NA
Famciclovir	tetroquinone	Famciclovir_tetroquinone	0.0804	0.0159	NA	NA	NA	0	NA	NA
Dasatinib	metoprolol	Dasatinib_metoprolol	0.0804	0	0.5209	0	0	0	0	NA
Dasatinib	indometacin	Dasatinib_indometacin	0.0804	0.0846	0.4877	0	0	0	0.1667	NA
Dasatinib	roxarsone	Dasatinib_roxarsone	0.0804	0.0334	0.5004	0	NA	0	0	NA
Famciclovir	melatonin	Famciclovir_melatonin	0.0803	0.0185	NA	0	NA	0	0	NA
diloxanide	Famciclovir	diloxanide_Famciclovir	0.0803	0.0248	NA	0	NA	0	NA	NA
Dasatinib	lidocaine	Dasatinib_lidocaine	0.0803	0.0415	0.4947	0	0	0	0	NA
Erlotinib	oleandomycin	Erlotinib_oleandomycin	0.0803	0.0425	0.4938	0	0	0	0	NA
Famciclovir	probucol	Famciclovir_probucol	0.0802	0.0254	NA	0	0	0	NA	NA
Dasatinib	tremorine	Dasatinib_tremorine	0.0802	0.0369	0.4991	0	NA	NA	NA	NA
Erlotinib	glimepiride	Erlotinib_glimepiride	0.0802	0.0424	0.4937	0	0	0	0	NA
methapyrilene	Sunitinib	methapyrilene_Sunitinib	0.0802	0.0419	0.4951	0	NA	NA	NA	NA
Erlotinib	oxamic acid	Erlotinib_oxamic acid	0.0802	0.0024	0.5205	0	NA	NA	NA	NA
Famciclovir	heliotrine	Famciclovir_heliotrine	0.0802	0.0205	NA	0	NA	NA	NA	NA
metanephrine	Sunitinib	metanephrine_Sunitinib	0.0801	0.0423	0.4946	0	NA	NA	NA	NA
5252917	Erlotinib	5252917_Erlotinib	0.0801	0.0231	0.5016	NA	NA	NA	NA	NA
Dasatinib	suramin sodium	Dasatinib_suramin sodium	0.08	0.0439	0.4917	0	NA	0	0	NA
Erlotinib	Prestwick-983	Erlotinib_Prestwick-983	0.08	0.025	0.5	NA	NA	NA	NA	NA
Erlotinib	griseofulvin	Erlotinib_griseofulvin	0.08	0.0525	0.4837	0	0	0	0	NA
Dasatinib	kanamycin	Dasatinib_kanamycin	0.08	0.0305	0.5021	0	0	0	0	NA
Erlotinib	hesperidin	Erlotinib_hesperidin	0.0799	0.021	0.5079	0	NA	0	0	NA
Famciclovir	Prestwick-860	Famciclovir_Prestwick-860	0.0799	0.0108	NA	NA	NA	NA	NA	NA
Famciclovir	Prestwick-864	Famciclovir_Prestwick-864	0.0799	0.0108	NA	NA	NA	NA	NA	NA
anabasine	Famciclovir	anabasine_Famciclovir	0.0799	0.02	NA	0	NA	NA	NA	NA
arachidonic acid	Dasatinib	arachidonic acid_Dasatinib	0.0799	0.0336	0.5009	0	NA	NA	NA	NA
azaperone	Famciclovir	azaperone_Famciclovir	0.0798	0.0244	NA	0	0	0	NA	NA
Dasatinib	pempidine	Dasatinib_pempidine	0.0797	0.0145	0.5131	0	NA	NA	NA	NA
pentolonium	Sunitinib	pentolonium_Sunitinib	0.0797	0.0429	0.4933	0	NA	NA	NA	NA
Erlotinib	pyrazinamide	Erlotinib_pyrazinamide	0.0796	0.04	0.494	0	NA	0	0	NA
Dasatinib	tetraethylenepentamine	Dasatinib_tetraethylenepentamine	0.0796	0.0289	0.5037	0	NA	NA	NA	NA
Dasatinib	methapyrilene	Dasatinib_methapyrilene	0.0795	0.0545	0.481	0	NA	NA	NA	NA
Erlotinib	pralidoxime	Erlotinib_pralidoxime	0.0795	0.0464	0.4882	0	NA	0	0	NA
bergenin	Famciclovir	bergenin_Famciclovir	0.0795	0.0233	NA	0	NA	0	NA	NA
Famciclovir	phenylpropanolamine	Famciclovir_phenylpropanolamine	0.0795	0.0233	NA	0	NA	0	NA	NA
metrizamide	Sunitinib	metrizamide_Sunitinib	0.0795	0.0419	0.4921	0	NA	0	0	NA
Prestwick-664	Sunitinib	Prestwick-664_Sunitinib	0.0795	0.0298	0.4949	NA	NA	NA	NA	NA
azaperone	Erlotinib	azaperone_Erlotinib	0.0794	0.0296	0.5019	0	0	0	0	NA
debrisoquine	Erlotinib	debrisoquine_Erlotinib	0.0794	0.0414	0.4925	0	NA	0	0	NA
Erlotinib	sulfanilamide	Erlotinib_sulfanilamide	0.0794	0.0336	0.499	0	0	0	0	NA
atovaquone	Erlotinib	atovaquone_Erlotinib	0.0794	0.0363	0.4964	0	NA	0	0	NA
Famciclovir	gelsemine	Famciclovir_gelsemine	0.0792	0.0186	NA	0	NA	NA	NA	NA
Erlotinib	ornidazole	Erlotinib_ornidazole	0.0792	0.029	0.5015	0	NA	0	0	NA
Dasatinib	griseofulvin	Dasatinib_griseofulvin	0.0792	0.0438	0.4901	0	0	0	0	NA
metoprolol	Sunitinib	metoprolol_Sunitinib	0.0792	0.0021	0.5185	0	0	0	0	NA
nitrendipine	Sunitinib	nitrendipine_Sunitinib	0.0792	0.0665	0.499	0	0	0	0.1667	NA
alclometasone	Famciclovir	alclometasone_Famciclovir	0.0792	0.0199	NA	0	NA	0	0	0.4
amphotericin B	Erlotinib	amphotericin B_Erlotinib	0.0791	0.0318	0.4998	0	0	0	0	NA
betahistine	Erlotinib	betahistine_Erlotinib	0.0791	0.0332	0.4983	0	NA	0	0	NA
cyclobenzaprine	Famciclovir	cyclobenzaprine_Famciclovir	0.0791	0.0224	NA	0	NA	0	NA	NA
Dasatinib	diltiazem	Dasatinib_diltiazem	0.0791	0.0312	0.5147	0	0	0	0.125	NA
Erlotinib	ribavirin	Erlotinib_ribavirin	0.079	0.0383	0.4945	0	0	0	0	NA
11-deoxy-16,16-dimethylprostaglandin E2	Dasatinib	11-deoxy-16,16-dimethylprostaglandin E2_Dasatinib	0.079	0.03	0.4937	NA	NA	NA	NA	NA
berberine	Dasatinib	berberine_Dasatinib	0.079	0.0277	0.5037	0	NA	NA	NA	NA
cromoglicic acid	Sunitinib	cromoglicic acid_Sunitinib	0.079	0.0307	0.4999	0	NA	0	0	NA
16,16-dimethylprostaglandin E2	Famciclovir	16,16-dimethylprostaglandin E2_Famciclovir	0.079	0.0181	NA	0	NA	NA	NA	NA
alprenolol	Sunitinib	alprenolol_Sunitinib	0.079	0.0264	0.5033	0	0	0	0	NA
diflunisal	Erlotinib	diflunisal_Erlotinib	0.0789	0.0384	0.4942	0	0	0	0	NA
Famciclovir	kaempferol	Famciclovir_kaempferol	0.0789	0.018	NA	0	NA	NA	NA	NA
Erlotinib	etidronic acid	Erlotinib_etidronic acid	0.0789	0.0318	0.4993	0	0	0	0	NA
merbromin	Sunitinib	merbromin_Sunitinib	0.0789	0.0392	0.493	0	NA	0	0	NA
octopamine	Sunitinib	octopamine_Sunitinib	0.0789	0.0336	0.4975	0	NA	0	0	NA
Erlotinib	isocorydine	Erlotinib_isocorydine	0.0788	0.0353	0.4978	0	NA	NA	NA	NA
securinine	Sunitinib	securinine_Sunitinib	0.0788	0.0485	0.4857	0	NA	NA	NA	NA
Erlotinib	tomatidine	Erlotinib_tomatidine	0.0787	0.0344	0.4983	0	NA	NA	NA	NA
Famciclovir	thiamazole	Famciclovir_thiamazole	0.0786	0.0148	NA	0	NA	0	0	NA
Erlotinib	ursodeoxycholic acid	Erlotinib_ursodeoxycholic acid	0.0786	0.0316	0.4986	0	NA	0	0	NA
carbarsone	Dasatinib	carbarsone_Dasatinib	0.0786	0.0385	0.4948	0	NA	NA	NA	NA
Famciclovir	paromomycin	Famciclovir_paromomycin	0.0786	0.0154	NA	0	0	0	0	NA
Famciclovir	vancomycin	Famciclovir_vancomycin	0.0786	0.0212	NA	0	NA	0	0	0.2
Dasatinib	mephenesin	Dasatinib_mephenesin	0.0785	0.0436	0.4884	0	0	0	0	NA
Erlotinib	ouabain	Erlotinib_ouabain	0.0785	0.0506	0.4801	0	0	0	0	NA
fursultiamine	Sunitinib	fursultiamine_Sunitinib	0.0784	0.0306	0.499	0	NA	0	0	NA
Erlotinib	lisinopril	Erlotinib_lisinopril	0.0784	0.0342	0.4966	0	0	0	0	NA
Prestwick-967	Sunitinib	Prestwick-967_Sunitinib	0.0784	0.0244	0.4975	NA	NA	NA	NA	NA
idazoxan	Sunitinib	idazoxan_Sunitinib	0.0784	0.0311	0.5002	0	NA	NA	NA	NA
carbarsone	Sunitinib	carbarsone_Sunitinib	0.0784	0.0374	0.4953	0	NA	NA	NA	NA
dicoumarol	Erlotinib	dicoumarol_Erlotinib	0.0784	0.0305	0.499	0	NA	0	0	NA
moroxydine	Sunitinib	moroxydine_Sunitinib	0.0784	0.0351	0.4971	0	NA	NA	NA	NA
Sunitinib	trimethadione	Sunitinib_trimethadione	0.0782	0.032	0.4978	0	0	0	0	NA
stachydrine	Sunitinib	stachydrine_Sunitinib	0.0782	0.0368	0.4954	0	NA	NA	NA	NA
phenylpropanolamine	Sunitinib	phenylpropanolamine_Sunitinib	0.0782	0.0267	0.5014	0	NA	0	0	NA
pralidoxime	Sunitinib	pralidoxime_Sunitinib	0.0782	0.0392	0.4914	0	NA	0	0	NA
Erlotinib	sparteine	Erlotinib_sparteine	0.0781	0.0313	0.4978	0	NA	0	0	NA
Dasatinib	enoxacin	Dasatinib_enoxacin	0.0781	0.0293	0.4997	0	0	0	0	NA
decitabine	Erlotinib	decitabine_Erlotinib	0.0781	0.0343	0.501	0	NA	0	0	0.4
Erlotinib	pempidine	Erlotinib_pempidine	0.0781	0.014	0.5114	0	NA	NA	NA	NA
bacampicillin	Dasatinib	bacampicillin_Dasatinib	0.078	0.0282	0.5004	0	0	0	0	NA
Dasatinib	ethotoin	Dasatinib_ethotoin	0.078	0	0.5183	0	0	0	0	NA
Erlotinib	theophylline	Erlotinib_theophylline	0.078	0.0409	0.4893	0	NA	0	0	NA
Erlotinib	harmol	Erlotinib_harmol	0.078	0.0456	0.4864	0	NA	NA	NA	NA
Erlotinib	suramin sodium	Erlotinib_suramin sodium	0.0779	0.0325	0.4965	0	NA	0	0	NA
Dasatinib	naltrexone	Dasatinib_naltrexone	0.0779	0.0402	0.4899	0	0	0	0	NA
Dasatinib	piracetam	Dasatinib_piracetam	0.0778	0.0362	0.4935	0	0	0	0	NA
arachidonic acid	Erlotinib	arachidonic acid_Erlotinib	0.0778	0.0319	0.4985	0	NA	NA	NA	NA
aminophylline	Dasatinib	aminophylline_Dasatinib	0.0777	0.0491	0.4785	0	NA	0	0	NA
Dasatinib	roxithromycin	Dasatinib_roxithromycin	0.0777	0.0307	0.4978	0	0	0	0	NA
naltrexone	Sunitinib	naltrexone_Sunitinib	0.0776	0.0384	0.4911	0	0	0	0	NA
Dasatinib	troleandomycin	Dasatinib_troleandomycin	0.0776	0.0326	0.4961	0	0	0	0	NA
Sunitinib	tetraethylenepentamine	Sunitinib_tetraethylenepentamine	0.0775	0.0276	0.5015	0	NA	NA	NA	NA
Famciclovir	oxamic acid	Famciclovir_oxamic acid	0.0775	0.0152	NA	0	NA	NA	NA	NA
Sunitinib	tranexamic acid	Sunitinib_tranexamic acid	0.0775	0.0313	0.4966	0	NA	0	0	NA
Famciclovir	ribostamycin	Famciclovir_ribostamycin	0.0775	0.0196	NA	0	0	0	0	0.2
Dasatinib	tranylcypromine	Dasatinib_tranylcypromine	0.0774	0.0232	0.5045	0	NA	NA	NA	NA
Famciclovir	valinomycin	Famciclovir_valinomycin	0.0774	0.015	NA	0	NA	NA	NA	NA
Erlotinib	roxarsone	Erlotinib_roxarsone	0.0774	0.0311	0.4966	0	NA	0	0	NA
diloxanide	Erlotinib	diloxanide_Erlotinib	0.0774	0.0114	0.5104	0	NA	0	0	NA
Dasatinib	etamivan	Dasatinib_etamivan	0.0774	0.0334	0.4946	0	NA	0	0	NA
Famciclovir	metoprolol	Famciclovir_metoprolol	0.0774	0.0127	NA	0	0	0	0	NA
